sample_id,source_work_order_id,label,scenario,supplier_risk_level,supplier_qualification_days,iqc_defect_rate,inventory_hold_flag,material_critical_flag,issue_over_bom_ratio,work_order_progress_ratio,scrap_rate,process_parameter_deviation,equipment_maintenance_overdue_days,equipment_calibration_overdue_days,equipment_alarm_flag,quality_hold_flag,shipment_release_gap_flag,customer_complaint_count_30d,complaint_claim_amount
MFG-S00794,WO0074,1,多维叠加高风险,1.0,-58.609245,0.0,1.0,1.0,1.227996,0.87056,0.011714,1.514662,8.903872,0.0,1.0,0.0,1.0,4.0,50842.269531
MFG-S00795,WO0075,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.892764,0.93268,0.016996,0.010532,1.0,0.0,0.0,0.0,0.0,1.0,1162.323364
MFG-S00796,WO0076,0,正常生产,0.0,172.0,0.03,0.0,0.0,0.953648,0.990407,0.012609,0.111266,0.0,0.0,0.0,0.0,0.0,1.0,1312.065674
MFG-S00797,WO0077,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.849631,0.901583,0.008267,0.246674,0.0,0.0,0.0,0.0,0.0,0.0,130.20015
MFG-S00798,WO0078,1,关键设备维护校准逾期并报警,0.5,30.0,0.03,0.0,1.0,0.853652,0.9564,0.048264,0.394806,26.510271,22.42296,1.0,0.0,0.0,1.0,1243.524414
MFG-S00799,WO0079,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.841905,0.997535,0.013611,0.155094,0.0,0.0,0.0,0.0,0.0,1.0,145.254959
MFG-S00800,WO0080,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.923006,0.902424,0.023908,0.215164,0.0,1.0,0.0,0.0,0.0,0.0,670.772095
MFG-S00801,WO0081,1,关键设备维护校准逾期并报警,0.0,322.0,0.02,0.0,1.0,1.011284,0.918493,0.102715,0.164828,17.38093,37.990368,1.0,0.0,0.0,1.0,471.154205
MFG-S00802,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.857159,0.912577,0.016482,0.556529,0.0,0.0,0.0,0.0,0.0,0.0,1040.432983
MFG-S00803,WO0083,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.854781,0.92803,0.011878,0.380465,0.0,0.0,0.0,0.0,0.0,1.0,338.05661
MFG-S00804,WO0084,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,1.039731,0.97837,0.003861,1.308632,0.0,0.0,0.0,1.0,1.0,0.0,1404.018066
MFG-S00805,WO0085,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.913004,0.992779,0.021837,0.486078,0.0,0.0,0.0,0.0,0.0,1.0,358.778534
MFG-S00806,WO0086,1,重复高额客户投诉,0.5,30.0,0.159114,0.0,1.0,1.058763,0.996804,0.01432,0.56225,0.0,0.0,0.0,0.0,0.0,7.0,71703.195312
MFG-S00807,WO0087,1,供应商资质过期与来料质量恶化,1.0,-59.368736,0.281123,0.0,1.0,0.781081,1.001592,0.024562,0.005761,1.0,0.0,0.0,0.0,0.0,1.0,637.980225
MFG-S00808,WO0088,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.762295,0.889345,0.092425,0.742112,25.455608,10.877755,1.0,0.0,0.0,0.0,927.597839
MFG-S00809,WO0089,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.852933,0.920679,0.024831,0.019877,0.0,0.0,0.0,0.0,0.0,0.0,218.959763
MFG-S00810,WO0090,1,供应商资质过期与来料质量恶化,1.0,-59.783669,0.096309,0.0,1.0,0.822528,1.025295,0.020804,0.432295,0.0,0.0,0.0,0.0,0.0,1.0,425.855438
MFG-S00811,WO0091,0,正常生产,0.5,141.0,0.03,0.0,1.0,0.764803,0.956488,0.004372,0.165607,0.0,0.0,0.0,0.0,0.0,1.0,392.740662
MFG-S00812,WO0092,1,关键设备维护校准逾期并报警,0.0,172.0,0.0,0.0,0.0,0.751563,1.016229,0.106336,0.627986,10.914622,39.104744,1.0,0.0,0.0,0.0,296.467712
MFG-S00813,WO0093,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.787172,0.901,0.019482,0.301013,0.0,1.0,0.0,0.0,0.0,1.0,677.864136
MFG-S00814,WO0094,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.000193,1.000729,8e-06,0.104726,0.0,0.0,0.0,0.0,0.0,1.0,541.513855
MFG-S00815,WO0095,0,正常生产,0.5,200.0,0.03,0.0,1.0,0.784218,0.99962,0.024105,0.027122,0.0,0.0,0.0,0.0,0.0,1.0,558.268555
MFG-S00816,WO0096,1,多维叠加高风险,1.0,-12.253767,0.0,1.0,0.0,1.562742,0.886189,0.01878,1.382694,10.082719,0.0,1.0,0.0,1.0,2.0,51858.375
MFG-S00817,WO0097,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.925574,0.954471,0.018201,0.548519,0.0,0.0,0.0,0.0,0.0,1.0,773.239441
MFG-S00818,WO0098,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.894654,1.028513,0.052268,0.135347,33.056652,56.867851,1.0,0.0,0.0,0.0,119.78701
MFG-S00819,WO0099,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.912018,0.984259,0.018347,0.222759,1.0,0.0,0.0,0.0,0.0,1.0,86.773994
MFG-S00820,WO0100,1,供应商资质过期与来料质量恶化,1.0,-11.886842,0.087607,0.0,0.0,0.929386,0.923177,0.003382,0.224394,0.0,0.0,0.0,0.0,0.0,0.0,710.007141
MFG-S00821,WO0101,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.912805,0.946295,0.004447,0.375262,0.0,0.0,0.0,0.0,0.0,1.0,510.439087
MFG-S00822,WO0102,1,多维叠加高风险,1.0,-28.886267,0.0,1.0,1.0,1.528809,0.991236,0.000884,1.149299,12.275183,0.0,1.0,0.0,1.0,6.0,44534.515625
MFG-S00823,WO0103,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.823095,0.900386,0.002797,1.680955,0.0,0.0,0.0,1.0,1.0,0.0,598.805725
MFG-S00824,WO0104,0,正常生产,0.5,110.0,0.03,0.0,0.0,0.966287,0.869428,0.00645,0.343284,0.0,1.0,0.0,0.0,0.0,1.0,1053.590942
MFG-S00825,WO0105,0,正常生产,0.0,322.0,0.02,0.0,1.0,1.015914,0.975791,0.022058,0.03699,0.0,1.0,0.0,0.0,0.0,1.0,787.63446
MFG-S00826,WO0106,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.988221,0.971603,0.008531,0.483892,0.0,0.0,0.0,0.0,0.0,1.0,1351.595215
MFG-S00827,WO0107,1,供应商资质过期与来料质量恶化,1.0,-78.589928,0.198906,0.0,1.0,0.953284,0.978272,0.012369,0.629472,0.0,0.0,0.0,0.0,0.0,0.0,1009.319824
MFG-S00828,WO0108,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.013214,1.026392,0.019431,0.010162,0.0,0.0,0.0,0.0,0.0,1.0,1490.147217
MFG-S00829,WO0109,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.773253,0.975004,0.018795,0.196958,0.0,0.0,0.0,0.0,0.0,0.0,1473.018555
MFG-S00830,WO0110,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.956848,1.001466,0.011482,0.490413,0.0,0.0,0.0,0.0,0.0,1.0,343.510895
MFG-S00831,WO0111,1,多维叠加高风险,1.0,-40.245846,0.02,1.0,1.0,1.229307,0.906017,0.011403,1.324409,13.209661,0.0,1.0,0.0,1.0,2.0,10442.46582
MFG-S00832,WO0112,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.904135,0.907763,0.004824,0.678009,0.0,0.0,0.0,0.0,0.0,1.0,1447.857666
MFG-S00833,WO0113,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.972805,1.021249,0.003909,0.498904,0.0,0.0,0.0,0.0,0.0,1.0,230.72467
MFG-S00834,WO0114,1,关键设备维护校准逾期并报警,0.0,231.0,0.03,0.0,1.0,0.787272,0.941239,0.107887,0.530813,11.619359,39.639023,1.0,0.0,0.0,0.0,452.978088
MFG-S00835,WO0115,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.0589,0.950646,0.007607,0.584348,0.0,0.0,0.0,0.0,0.0,1.0,423.108826
MFG-S00836,WO0116,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.857331,0.897613,0.013474,0.473135,0.0,1.0,0.0,0.0,0.0,1.0,750.600403
MFG-S00837,WO0117,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.952912,0.897357,0.003094,0.207874,0.0,1.0,0.0,0.0,0.0,0.0,397.243805
MFG-S00838,WO0118,1,未检关键物料领料并超BOM,0.5,30.0,0.0,1.0,1.0,1.62867,0.892,0.162416,0.725432,0.0,0.0,0.0,0.0,0.0,0.0,615.2901
MFG-S00839,WO0119,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,0.798689,0.969459,0.065628,0.087219,24.966272,51.429626,1.0,0.0,0.0,0.0,130.356064
MFG-S00840,WO0120,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.872328,0.96025,0.022083,0.461692,0.0,0.0,0.0,0.0,0.0,1.0,1217.814941
MFG-S00841,WO0001,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.792084,0.885629,0.005848,0.02144,0.0,0.0,0.0,0.0,0.0,0.0,828.063843
MFG-S00842,WO0002,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.793987,0.976469,0.169661,0.604907,0.0,0.0,0.0,0.0,0.0,1.0,105.048004
MFG-S00843,WO0003,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.841398,0.883714,0.016233,0.392636,1.0,0.0,0.0,0.0,0.0,0.0,490.678925
MFG-S00844,WO0004,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.959017,0.986493,0.013724,0.259374,0.0,0.0,0.0,0.0,0.0,0.0,559.757568
MFG-S00845,WO0005,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.795323,0.99278,0.008672,0.218517,0.0,0.0,0.0,0.0,0.0,1.0,154.832657
MFG-S00846,WO0006,1,多维叠加高风险,1.0,-22.998577,0.0,1.0,1.0,1.292464,0.901185,0.019362,1.093118,9.398401,0.0,1.0,0.0,1.0,6.0,24342.402344
MFG-S00847,WO0007,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,1.040626,0.895565,0.017161,1.719137,0.0,0.0,0.0,1.0,1.0,1.0,150.148529
MFG-S00848,WO0008,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.039508,0.975228,0.001421,0.033199,0.0,1.0,0.0,0.0,0.0,1.0,1152.477661
MFG-S00849,WO0009,1,多维叠加高风险,1.0,-28.561518,0.02,1.0,1.0,1.267577,0.923945,0.000108,1.414963,18.498638,1.0,1.0,0.0,1.0,6.0,27117.650391
MFG-S00850,WO0010,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.947589,0.970786,0.012659,0.337193,0.0,0.0,0.0,0.0,0.0,0.0,677.990356
MFG-S00851,WO0011,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.774286,0.967359,0.002522,0.245893,0.0,0.0,0.0,0.0,0.0,0.0,621.999573
MFG-S00852,WO0012,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.947217,0.947638,0.015374,0.718541,0.0,0.0,0.0,0.0,0.0,0.0,247.995346
MFG-S00853,WO0013,1,供应商资质过期与来料质量恶化,1.0,-18.853853,0.250958,0.0,1.0,1.056343,0.946866,0.019872,0.129573,0.0,0.0,0.0,0.0,0.0,0.0,1335.417969
MFG-S00854,WO0014,1,供应商资质过期与来料质量恶化,1.0,-83.388458,0.285342,0.0,1.0,0.96746,0.924995,0.01603,0.037274,0.0,0.0,0.0,0.0,0.0,1.0,579.075684
MFG-S00855,WO0015,1,重复高额客户投诉,0.5,200.0,0.101458,0.0,1.0,0.878408,0.866964,0.020488,0.380571,1.0,0.0,0.0,0.0,0.0,7.0,56967.742188
MFG-S00856,WO0016,1,多维叠加高风险,1.0,-1.015601,0.0,1.0,0.0,1.529986,0.942094,0.020736,1.443958,1.393448,0.0,1.0,0.0,1.0,5.0,30922.474609
MFG-S00857,WO0017,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,0.853815,1.007753,0.004999,1.165271,0.0,0.0,0.0,1.0,1.0,1.0,147.125916
MFG-S00858,WO0018,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.891352,0.94947,0.007246,0.012524,0.0,0.0,0.0,0.0,0.0,0.0,917.251343
MFG-S00859,WO0019,1,多维叠加高风险,1.0,-35.226059,0.03,1.0,1.0,1.601175,0.940404,0.01887,1.429628,10.036494,0.0,1.0,0.0,1.0,3.0,23416.085938
MFG-S00860,WO0020,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.994224,0.97326,0.023322,0.600844,0.0,1.0,0.0,0.0,0.0,0.0,749.529114
MFG-S00861,WO0021,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.987088,0.960099,0.002263,0.532477,0.0,1.0,0.0,0.0,0.0,0.0,75.39045
MFG-S00862,WO0022,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.892431,1.026482,0.023993,0.67328,0.0,0.0,0.0,0.0,0.0,0.0,308.611633
MFG-S00863,WO0023,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.959844,0.918253,0.02111,0.622308,0.0,0.0,0.0,0.0,0.0,0.0,335.298218
MFG-S00864,WO0024,1,多维叠加高风险,1.0,-28.43111,0.0,1.0,0.0,1.39773,0.867027,0.012474,1.200673,20.214394,0.0,1.0,0.0,1.0,4.0,18333.603516
MFG-S00865,WO0025,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.987627,0.96946,0.019321,0.039968,0.0,0.0,0.0,0.0,0.0,0.0,1163.100952
MFG-S00866,WO0026,0,正常生产,0.0,231.0,0.03,0.0,1.0,0.875964,0.883358,0.012429,0.740823,0.0,0.0,0.0,0.0,0.0,0.0,1332.526123
MFG-S00867,WO0027,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.656568,0.915015,0.148084,0.544018,1.0,0.0,0.0,0.0,0.0,0.0,304.156128
MFG-S00868,WO0028,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.987958,1.005145,0.006027,0.093952,0.0,0.0,0.0,0.0,0.0,0.0,407.267822
MFG-S00869,WO0029,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.860374,0.901432,0.024961,0.327387,0.0,0.0,0.0,0.0,0.0,1.0,831.386475
MFG-S00870,WO0030,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,0.769892,0.855091,0.044098,0.088716,30.018908,31.828781,1.0,0.0,0.0,1.0,301.814575
MFG-S00871,WO0031,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.75829,0.856446,0.010114,0.256666,0.0,0.0,0.0,0.0,0.0,0.0,1350.643555
MFG-S00872,WO0032,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.867858,0.908984,0.01563,0.614617,0.0,1.0,0.0,0.0,0.0,1.0,1238.819214
MFG-S00873,WO0033,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.834594,0.959933,0.010456,0.739226,0.0,1.0,0.0,0.0,0.0,0.0,237.965912
MFG-S00874,WO0034,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.524013,0.921586,0.156619,0.738368,0.0,0.0,0.0,0.0,0.0,0.0,897.024048
MFG-S00875,WO0035,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.948084,0.874288,0.006663,0.366579,0.0,0.0,0.0,0.0,0.0,1.0,325.971588
MFG-S00876,WO0036,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.770273,0.983665,0.018445,0.359915,0.0,0.0,0.0,0.0,0.0,0.0,849.996582
MFG-S00877,WO0037,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.980606,0.884085,0.000897,0.348764,0.0,0.0,0.0,0.0,0.0,0.0,1331.995972
MFG-S00878,WO0038,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.972213,0.933693,0.00469,0.08659,0.0,0.0,0.0,0.0,0.0,0.0,998.534302
MFG-S00879,WO0039,1,关键参数越限且质量冻结发运,0.5,200.0,0.03,0.0,1.0,0.945514,0.8619,0.008175,1.296155,1.0,0.0,0.0,1.0,1.0,1.0,1309.239136
MFG-S00880,WO0040,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.82615,0.971367,0.004871,0.234039,0.0,0.0,0.0,0.0,0.0,1.0,897.535278
MFG-S00881,WO0041,1,多维叠加高风险,1.0,-20.240963,0.02,1.0,1.0,1.400752,0.901304,0.01664,1.559747,21.163395,0.0,1.0,0.0,1.0,2.0,36488.90625
MFG-S00882,WO0042,1,关键参数越限且质量冻结发运,0.0,231.0,0.0,0.0,1.0,0.952245,1.025974,0.022114,1.708084,0.0,0.0,0.0,1.0,1.0,1.0,1205.6521
MFG-S00883,WO0043,1,重复高额客户投诉,0.5,141.0,0.059231,0.0,1.0,0.899127,1.000996,0.003194,0.042626,0.0,0.0,0.0,0.0,0.0,4.0,23049.980469
MFG-S00884,WO0044,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.025741,0.926284,0.024534,0.524568,0.0,1.0,0.0,0.0,0.0,0.0,1470.967773
MFG-S00885,WO0045,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.793722,0.967073,0.022758,0.188534,0.0,1.0,0.0,0.0,0.0,0.0,1468.179321
MFG-S00886,WO0046,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.893841,0.883927,0.024708,0.561419,0.0,0.0,0.0,0.0,0.0,1.0,1107.876465
MFG-S00887,WO0047,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,0.909328,0.934093,0.080905,0.703501,39.530331,48.505363,1.0,0.0,0.0,1.0,808.315735
MFG-S00888,WO0048,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.785354,0.962851,0.097951,0.259234,37.598145,5.495179,1.0,0.0,0.0,1.0,1314.51355
MFG-S00889,WO0049,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.805371,0.874428,0.006542,0.586693,0.0,0.0,0.0,0.0,0.0,1.0,1209.463623
MFG-S00890,WO0050,1,多维叠加高风险,1.0,-14.427449,0.0,1.0,1.0,1.247551,0.976703,0.007649,1.156708,2.113791,0.0,1.0,0.0,1.0,4.0,27449.451172
MFG-S00891,WO0051,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.780517,1.017019,0.019493,0.222114,1.0,0.0,0.0,0.0,0.0,0.0,1200.965698
MFG-S00892,WO0052,0,正常生产,0.0,172.0,0.03,0.0,0.0,0.97021,0.872004,0.003534,0.061225,0.0,0.0,0.0,0.0,0.0,1.0,493.238373
MFG-S00893,WO0053,1,重复高额客户投诉,0.5,30.0,0.154058,0.0,1.0,0.799233,1.018247,0.016568,0.588128,0.0,0.0,0.0,0.0,0.0,7.0,28462.789062
MFG-S00894,WO0054,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.011432,0.992609,0.020172,0.597476,0.0,0.0,0.0,0.0,0.0,1.0,999.249023
MFG-S00895,WO0055,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.833873,0.864378,0.024725,0.604984,0.0,0.0,0.0,0.0,0.0,1.0,1207.986816
MFG-S00896,WO0056,1,关键参数越限且质量冻结发运,0.5,110.0,0.0,0.0,0.0,0.942681,1.025064,0.000328,1.241729,0.0,1.0,0.0,1.0,1.0,1.0,1438.650391
MFG-S00897,WO0057,1,未检关键物料领料并超BOM,0.0,322.0,0.03,1.0,1.0,1.326906,0.901574,0.106803,0.033223,0.0,1.0,0.0,0.0,0.0,0.0,1046.479736
MFG-S00898,WO0058,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.760592,0.897485,0.073647,0.076823,17.886419,15.3185,1.0,0.0,0.0,1.0,1299.496704
MFG-S00899,WO0059,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.855282,1.021807,0.011589,0.236615,0.0,0.0,0.0,0.0,0.0,1.0,472.61322
MFG-S00900,WO0060,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,1.059899,0.896895,0.019793,1.194547,0.0,0.0,0.0,1.0,1.0,0.0,1396.217041
MFG-S00901,WO0061,1,关键设备维护校准逾期并报警,0.5,30.0,0.02,0.0,1.0,0.867767,0.90466,0.080828,0.316793,42.007767,47.163956,1.0,0.0,0.0,1.0,502.451996
MFG-S00902,WO0062,1,关键参数越限且质量冻结发运,0.5,30.0,0.0,0.0,1.0,1.030988,0.912592,0.021642,1.427231,0.0,0.0,0.0,1.0,1.0,0.0,334.388947
MFG-S00903,WO0063,1,重复高额客户投诉,0.5,200.0,0.041312,0.0,1.0,0.899666,0.999752,0.002399,0.475052,1.0,0.0,0.0,0.0,0.0,6.0,13917.682617
MFG-S00904,WO0064,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.958684,0.8748,0.113496,0.556481,36.385723,14.165988,1.0,0.0,0.0,0.0,365.455841
MFG-S00905,WO0065,0,正常生产,0.0,322.0,0.03,0.0,1.0,1.05442,1.016951,0.008909,0.604599,0.0,0.0,0.0,0.0,0.0,1.0,1443.114624
MFG-S00906,WO0066,1,多维叠加高风险,1.0,-5.378132,0.0,1.0,1.0,1.211096,0.881534,0.018292,1.667678,12.566875,0.0,1.0,0.0,1.0,2.0,29550.380859
MFG-S00907,WO0067,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.012566,0.859403,0.013688,0.080422,0.0,0.0,0.0,0.0,0.0,1.0,500.91864
MFG-S00908,WO0068,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.029246,0.867923,0.013903,0.494468,0.0,1.0,0.0,0.0,0.0,0.0,1093.538086
MFG-S00909,WO0069,1,供应商资质过期与来料质量恶化,1.0,-20.405115,0.092621,0.0,1.0,0.864981,0.959164,0.003174,0.05874,0.0,1.0,0.0,0.0,0.0,1.0,12.676656
MFG-S00910,WO0070,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.965665,0.93489,0.018176,0.407224,0.0,0.0,0.0,0.0,0.0,1.0,1059.777832
MFG-S00911,WO0071,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,1.042675,0.872536,0.115919,0.709699,23.177507,28.454714,1.0,0.0,0.0,1.0,508.511017
MFG-S00912,WO0072,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.812019,1.016213,0.005457,0.077504,0.0,0.0,0.0,0.0,0.0,1.0,450.763123
MFG-S00913,WO0073,1,未检关键物料领料并超BOM,0.0,322.0,0.02,1.0,1.0,1.323291,1.010734,0.111706,0.079515,0.0,0.0,0.0,0.0,0.0,0.0,188.046082
MFG-S00914,WO0074,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.93058,0.863436,0.082702,0.259665,37.446331,39.564552,1.0,0.0,0.0,0.0,67.761871
MFG-S00915,WO0075,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.831327,0.906804,0.003594,0.095006,1.0,0.0,0.0,0.0,0.0,0.0,742.910583
MFG-S00916,WO0076,0,正常生产,0.0,172.0,0.03,0.0,0.0,1.024094,0.906531,0.0011,0.138133,0.0,0.0,0.0,0.0,0.0,0.0,37.074425
MFG-S00917,WO0077,1,重复高额客户投诉,0.5,30.0,0.107919,0.0,1.0,0.873739,0.871342,0.015943,0.733362,0.0,0.0,0.0,0.0,0.0,5.0,41835.375
MFG-S00918,WO0078,1,关键参数越限且质量冻结发运,0.5,30.0,0.03,0.0,1.0,0.942215,0.857564,0.000959,1.065002,0.0,0.0,0.0,1.0,1.0,1.0,475.2341
MFG-S00919,WO0079,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,0.815407,0.99952,0.076291,0.474268,26.338837,14.016354,1.0,0.0,0.0,0.0,917.512756
MFG-S00920,WO0080,1,未检关键物料领料并超BOM,0.5,110.0,0.0,1.0,1.0,1.590355,0.97943,0.060341,0.156799,0.0,1.0,0.0,0.0,0.0,0.0,160.845688
MFG-S00921,WO0081,1,供应商资质过期与来料质量恶化,1.0,-71.262894,0.165426,0.0,1.0,0.842859,0.955546,0.001041,0.411625,0.0,1.0,0.0,0.0,0.0,1.0,1266.537109
MFG-S00922,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.031992,1.025758,0.004304,0.348372,0.0,0.0,0.0,0.0,0.0,0.0,147.52037
MFG-S00923,WO0083,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.030552,0.961976,0.010392,0.683426,0.0,0.0,0.0,0.0,0.0,0.0,382.602386
MFG-S00924,WO0084,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.931723,0.865571,0.021009,0.493418,0.0,0.0,0.0,0.0,0.0,1.0,289.369904
MFG-S00925,WO0085,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.974829,0.941476,0.009635,0.133339,0.0,0.0,0.0,0.0,0.0,1.0,936.549011
MFG-S00926,WO0086,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,0.895209,0.910117,0.112929,0.20795,41.626648,56.669159,1.0,0.0,0.0,1.0,1210.448608
MFG-S00927,WO0087,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.783811,1.004873,0.00045,0.206297,1.0,0.0,0.0,0.0,0.0,1.0,1110.961182
MFG-S00928,WO0088,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.850448,0.987872,0.004233,0.521848,0.0,0.0,0.0,0.0,0.0,0.0,1067.468262
MFG-S00929,WO0089,1,多维叠加高风险,1.0,-57.111664,0.02,1.0,1.0,1.294524,1.029877,0.0173,1.071098,23.616741,0.0,1.0,0.0,1.0,2.0,15116.22168
MFG-S00930,WO0090,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.974112,0.98641,0.020064,0.171639,0.0,0.0,0.0,0.0,0.0,1.0,553.909851
MFG-S00931,WO0091,0,正常生产,0.5,141.0,0.03,0.0,1.0,0.853067,0.913537,0.007133,0.455167,0.0,0.0,0.0,0.0,0.0,1.0,426.920624
MFG-S00932,WO0092,1,重复高额客户投诉,0.0,172.0,0.118025,0.0,0.0,0.774842,1.011435,0.019251,0.522278,0.0,1.0,0.0,0.0,0.0,5.0,79561.140625
MFG-S00933,WO0093,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.903024,0.880939,0.00493,0.732784,0.0,1.0,0.0,0.0,0.0,0.0,1001.50415
MFG-S00934,WO0094,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.966468,0.865071,0.01655,0.092305,0.0,0.0,0.0,0.0,0.0,1.0,1220.341309
MFG-S00935,WO0095,1,重复高额客户投诉,0.5,200.0,0.136204,0.0,1.0,0.979558,0.997701,0.024379,0.034111,0.0,0.0,0.0,0.0,0.0,5.0,46222.972656
MFG-S00936,WO0096,1,关键参数越限且质量冻结发运,0.5,110.0,0.0,0.0,0.0,0.934571,0.970785,0.015828,1.461652,0.0,0.0,0.0,1.0,1.0,0.0,350.417175
MFG-S00937,WO0097,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.857613,0.956278,0.001826,0.451509,0.0,0.0,0.0,0.0,0.0,0.0,251.161774
MFG-S00938,WO0098,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.589478,1.017589,0.083553,0.299374,0.0,0.0,0.0,0.0,0.0,1.0,1249.407227
MFG-S00939,WO0099,1,供应商资质过期与来料质量恶化,1.0,-50.795265,0.261906,0.0,1.0,0.792803,1.006063,0.012131,0.126227,1.0,0.0,0.0,0.0,0.0,1.0,1431.315186
MFG-S00940,WO0100,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.907728,0.893204,0.018761,0.157587,0.0,0.0,0.0,0.0,0.0,0.0,184.523453
